ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount,index_id,index_name,n_active,breadth_coverage,breadth_positive,total_amount_cny,tail_loss_share,index_return,ma200,ma20,ma60,vol20,breadth_raw,trend_raw,liquidity_raw,volatility_raw,stress_tail_raw,breadth_score,trend_score,volatility_score,liquidity_score,stress_tail_score,risk_score,Risk Score,Buy & Hold,MA200,MA20/MA60,Volatility Targeting
000300.SH,2013-01-18,2568.692,2607.446,2553.451,2595.439,2552.758,1.672,77940303.0,77435163.47,CSI300,沪深300,2397,0.0,,203425892938.10004,0.0016687526074259,0.016719563703257334,,,,,,,,,0.009283980550761598,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-21,2605.649,2611.201,2582.652,2610.898,2595.439,0.5956,84133742.0,85357442.058,CSI300,沪深300,2397,0.0,,216345544998.50003,0.0033375052148518,0.005956217811322162,,,,,,,,,0.00995148159373196,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-22,2610.392,2620.025,2578.181,2596.898,2610.898,-0.5362,105766275.0,102261160.399,CSI300,沪深300,2403,0.0,,235539408339.79987,0.0420307948397836,-0.005362139769535257,,,,,,,,,0.018273993552069278,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-23,2588.198,2611.409,2576.362,2607.456,2596.898,0.4066,75739444.0,72758926.411,CSI300,沪深300,2401,0.0,,185202517742.60004,0.005414410662224,0.004065619827964051,,,,,,,,,0.018102170540223,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-24,2606.427,2663.404,2564.206,2582.755,2607.456,-0.9473,111277172.0,109537680.297,CSI300,沪深300,2401,0.0,,247816346953.49997,0.0653894210745522,-0.009473218340021905,,,,,,,,,0.023568176879767498,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-25,2580.881,2591.513,2567.107,2571.674,2582.755,-0.429,58487359.0,60689373.994,CSI300,沪深300,2396,0.0,,151371992025.19995,0.0171118530884808,-0.004290379846326964,,,,,,,,,0.026656796975978482,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-28,2577.267,2651.967,2577.267,2651.863,2571.674,3.1182,91274790.0,98173275.704,CSI300,沪深300,2391,0.0,,206893651548.0001,0.0020911752404851,0.03118163499728177,,,,,,,,,0.026407530981105144,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-29,2655.377,2685.531,2646.154,2675.866,2651.863,0.9051,101040229.0,108827009.893,CSI300,沪深300,2391,0.0,,229158453961.59995,0.0020911752404851,0.00905137256336408,,,,,,,,,0.018419607061245437,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-30,2678.433,2689.683,2662.062,2688.711,2675.866,0.48,99874990.0,100856652.553,CSI300,沪深300,2397,0.0,,226417431481.4,0.0029203170629954,0.004800315112938991,,,,,,,,,0.01792078834139972,,,,,,,,1.0,0.2,0.2,
000300.SH,2013-01-31,2690.951,2696.881,2671.33,2686.882,2688.711,-0.068,96740101.0,94476820.552,CSI300,沪深300,2403,0.9621306699958384,0.7729238754325259,209389725531.99997,0.0224719101123595,-0.0006802516149930771,,2584.8761,,0.21134956921977338,0.22707612456747406,,,0.21134956921977338,0.00933728614896118,,,,,,,,1.0,0.2,0.2,0.709724654532044
000300.SH,2013-02-01,2677.187,2744.322,2671.274,2743.324,2686.882,2.1007,103879515.0,110560933.901,CSI300,沪深300,2403,0.9721181856013316,0.8000856164383562,222039417369.40005,0.0045776113191843,0.021006504937693515,,2595.82185,,0.22019694123976757,0.19991438356164382,,,0.22019694123976757,0.00683043779510188,,,,,,,,1.0,0.2,0.2,0.681208372629792
000300.SH,2013-02-04,2753.688,2768.504,2731.08,2748.028,2743.324,0.1715,127939179.0,136119589.827,CSI300,沪深300,2404,0.9750415973377704,0.7235494880546075,262047958624.0999,0.0257903494176372,0.0017147081423847244,,2606.424,,0.22037587834975392,0.2764505119453925,,,0.22037587834975392,0.0115702726305323,,,,,,,,1.0,0.2,0.2,0.6806552564792874
000300.SH,2013-02-05,2727.93,2779.953,2725.362,2771.675,2748.028,0.8605,116130819.0,112701171.61,CSI300,沪深300,2408,0.9771594684385382,0.7156821079473014,217235110169.49988,0.0045681063122923,0.008605079715345187,,2618.74125,,0.21864880537735834,0.28431789205269864,,,0.21864880537735834,0.01206565884489374,,,,,,,,1.0,0.2,0.2,0.6860316466907753
000300.SH,2013-02-06,2771.908,2787.456,2765.743,2775.844,2771.675,0.1504,82779271.0,88989578.113,CSI300,沪深300,2407,0.9800581636892396,0.7409919457397203,186659259634.7,0.0008309098462816,0.0015041446056986985,,2631.22715,,0.21836923420886528,0.25900805426027973,,,0.21836923420886528,0.01164777740155098,,,,,,,,1.0,0.2,0.2,0.6869099511359203
000300.SH,2013-02-07,2771.53,2775.974,2722.874,2759.87,2775.844,-0.5755,89978142.0,95978595.584,CSI300,沪深300,2407,0.9879518072289156,0.7140454163162321,189293832723.4,0.002492729538845,-0.005754646154466969,,2642.6922,,0.2213711906570546,0.2859545836837679,,,0.2213711906570546,0.00765194128684808,,,,,,,,1.0,0.2,0.2,0.6775949460938576
000300.SH,2013-02-08,2755.649,2791.303,2747.946,2771.725,2759.87,0.4295,77429644.0,82903631.783,CSI300,沪深300,2421,0.9847170590665014,0.8565436241610739,184512802546.6,0.0004130524576621,0.00429549217897951,,2657.11695,,0.20383795582086336,0.14345637583892612,,,0.20383795582086336,0.006819029514543639,,,,,,,,1.0,0.2,0.2,0.7358786512352137
000300.SH,2013-02-18,2784.065,2787.74,2731.506,2737.471,2771.725,-1.2358,76438227.0,81001366.822,CSI300,沪深300,2419,0.9847044233154196,0.7682619647355163,197464902636.59985,0.0062009094667217,-0.012358368885802107,,2665.10425,,0.1736570315828985,0.23173803526448367,,,0.1736570315828985,0.0029011415243605392,,,,,,,,1.0,0.2,0.2,0.8637715307738324
000300.SH,2013-02-19,2735.045,2740.739,2674.339,2685.606,2737.471,-1.8946,80626431.0,82460808.23,CSI300,沪深300,2414,0.9859154929577464,0.5626050420168067,200227438540.0001,0.0285832642916321,-0.018946319431329073,,2669.59175,,0.18954620144584383,0.4373949579831933,,,0.18954620144584383,0.0077041731202285,,,,,,,,1.0,0.2,0.2,0.7913637881203186
000300.SH,2013-02-20,2686.093,2703.098,2665.231,2702.635,2685.606,0.6341,70019377.0,73636360.656,CSI300,沪深300,2415,0.9867494824016564,0.6911456147712967,189338246783.5001,0.0008281573498964,0.006340840763686018,,2675.8689,,0.18710813750282979,0.30885438522870334,,,0.18710813750282979,0.00770362262095146,,,,,,,,1.0,0.2,0.2,0.8016754482296711
000300.SH,2013-02-21,2675.741,2675.741,2584.758,2610.549,2702.635,-3.4073,100657984.0,103619498.796,CSI300,沪深300,2416,0.987996688741722,0.6334310850439883,239404599516.80008,0.0513245033112582,-0.03407267352047172,,2678.7584500000003,,0.22454617027914017,0.36656891495601174,,,0.22454617027914017,0.017469977375434098,,,,,,,,1.0,0.2,0.2,0.6680140650518797
000300.SH,2013-02-22,2607.65,2618.483,2591.146,2596.604,2610.549,-0.5342,60204852.0,65899100.176,CSI300,沪深300,2413,0.9883961873186904,0.5069182389937107,171047295830.09998,0.0049730625777041,-0.0053417882598642,,2678.8167000000003,,0.2178994633391034,0.4930817610062893,,,0.2178994633391034,0.0183819793994425,,,,,,,,1.0,0.2,0.2,0.6883908647657581
000300.SH,2013-02-25,2607.149,2628.696,2590.787,2604.96,2596.604,0.3218,53161942.0,55614493.314,CSI300,沪深300,2410,0.9887966804979254,0.5132186319765002,156610992963.90002,0.0024896265560165,0.0032180494214752997,,2678.5198,,0.2171408923678885,0.4867813680234998,,,0.2171408923678885,0.017639722817301463,,,,,,,,1.0,0.2,0.2,0.6907957242151525
000300.SH,2013-02-26,2587.375,2631.094,2564.672,2567.595,2604.96,-1.4344,80003065.0,83373960.556,CSI300,沪深300,2412,0.9888059701492538,0.5408805031446541,203616210892.00003,0.019485903814262,-0.014343790307720705,,2677.05465,,0.22234709615368334,0.4591194968553459,,,0.22234709615368334,0.01582025072182744,,,,,,,,1.0,0.2,0.2,0.6746209084571179
000300.SH,2013-02-27,2576.046,2615.249,2569.38,2594.677,2567.595,1.0548,63226743.0,64612274.221,CSI300,沪深300,2411,0.9892160929075072,0.5421383647798742,169694373169.7,0.009539610120282,0.010547613622865049,,2676.4157,,0.22527355276119784,0.4578616352201258,,,0.22527355276119784,0.01756254127590456,,,,,,,,1.0,0.2,0.2,0.6658571242004964
000300.SH,2013-02-28,2611.94,2673.711,2593.997,2673.327,2594.677,3.0312,86922595.0,92235377.254,CSI300,沪深300,2409,0.9887920298879204,0.8047858942065491,214359908559.4,0.0004151100041511,0.030312058109737805,,2680.9443,,0.24668352862471382,0.1952141057934509,,,0.24668352862471382,0.007380662614483141,,,,,,,,1.0,0.2,0.2,0.6080665411114617
000300.SH,2013-03-01,2671.842,2680.854,2626.995,2668.836,2673.327,-0.168,73343753.0,80342747.703,CSI300,沪深300,2405,0.9887733887733888,0.8359966358284272,219649326055.20007,0.0004158004158004,-0.0016799291669146177,,2685.8023999999996,,0.24599625881345216,0.1640033641715728,,,0.24599625881345216,0.0064692101821024,,,,,,,,1.0,0.2,0.2,0.6097653709187114
000300.SH,2013-03-04,2619.42,2619.574,2528.694,2545.715,2668.836,-4.6133,110619103.0,112585043.728,CSI300,沪深300,2396,0.9887312186978298,0.5314478682988603,272637482995.10007,0.2487479131886477,-0.04613284592983591,,2680.495,,0.27553912934018504,0.46855213170113974,,,0.27553912934018504,0.05572086750862863,,,,,,,,1.0,0.2,0.2,0.5443872903249527
000300.SH,2013-03-05,2547.893,2623.171,2541.766,2622.807,2545.715,3.0283,89661152.0,92357133.815,CSI300,沪深300,2399,0.9899958315964984,0.6,219993955955.3,0.0004168403501458,0.030283044252793268,,2677.84205,,0.29625507695870307,0.4,,,0.29625507695870307,0.0519070548158054,,,,,,,,1.0,0.2,0.2,0.5063204369014391
000300.SH,2013-03-06,2634.87,2658.139,2620.431,2650.202,2622.807,1.0445,95829652.0,95048891.279,CSI300,沪深300,2399,0.9916631929970822,0.676754939050021,250678316901.6,0.0016673614005835,0.010444916457825748,,2675.9166,,0.29834908279594446,0.32324506094997896,,,0.29834908279594446,0.050332605071865696,,,,,,,,1.0,0.2,0.2,0.5027667542808983
000300.SH,2013-03-07,2639.783,2658.969,2592.867,2619.479,2650.202,-1.1593,94082666.0,96498095.994,CSI300,沪深300,2398,0.9920767306088408,0.6691887347625053,248586710284.8002,0.0333611342785654,-0.011592701235604075,,2672.5464500000003,,0.30091486180740185,0.3308112652374947,,,0.30091486180740185,0.05692180992674856,,,,,,,,1.0,0.2,0.2,0.4984798660293698
000300.SH,2013-03-08,2622.684,2632.624,2601.961,2606.927,2619.479,-0.4792,59429557.0,63054592.405,CSI300,沪深300,2401,0.9920866305705957,0.626784214945424,173464475824.19998,0.0179092044981257,-0.00479179256638429,,2665.7266000000004,,0.28949813973258254,0.373215785054576,,,0.28949813973258254,0.06042049074321363,,,,,,,,1.0,0.2,0.2,0.5181380444743415
000300.SH,2013-03-11,2600.278,2611.652,2574.172,2592.372,2606.927,-0.5583,50946436.0,52460900.851,CSI300,沪深300,2403,0.9929255097794424,0.6554903604358759,143513309466.5,0.0087390761548064,-0.005583201984558972,,2657.9438,,0.28928553415321834,0.34450963956412406,,,0.28928553415321834,0.01241872333644536,,,,,,,,1.0,0.2,0.2,0.5185188413899514
000300.SH,2013-03-12,2590.391,2619.512,2530.251,2555.615,2592.372,-1.4179,71935141.0,71675127.58,CSI300,沪深300,2403,0.9929255097794424,0.4786253143336127,194248409455.8,0.1086142322097378,-0.014178906422380733,,2647.1408,,0.2887261039182944,0.5213746856663872,,,0.2887261039182944,0.03405820170836376,,,,,,,,1.0,0.2,0.2,0.5195235136842631
000300.SH,2013-03-13,2551.726,2556.773,2515.058,2527.486,2555.615,-1.1007,56430460.0,56003723.639,CSI300,沪深300,2402,0.993338884263114,0.3989941324392288,145631168881.39993,0.015820149875104,-0.011006743973564048,,2634.7228999999998,,0.28904029222207667,0.6010058675607712,,,0.28904029222207667,0.036888759403267864,,,,,,,,1.0,0.2,0.2,0.5189587889177449
000300.SH,2013-03-14,2517.745,2546.699,2514.463,2534.273,2527.486,0.2685,47605756.0,49929775.447,CSI300,沪深300,2404,0.9970881863560732,0.3863162286191072,128744555461.40002,0.0049916805324459,0.0026852769906540175,,2623.4430500000003,,0.29011162022593234,0.6136837713808928,,,0.29011162022593234,0.031214868654043958,,,,,,,,1.0,0.2,0.2,0.5170423710818043
000300.SH,2013-03-15,2533.722,2600.091,2504.458,2539.873,2534.273,0.221,81372185.0,82749877.355,CSI300,沪深300,2403,0.9966708281315024,0.3336116910229645,181874228451.5,0.0062421972534332,0.0022097066890582884,,2611.8504500000004,,0.28940513599469486,0.6663883089770355,,,0.28940513599469486,0.02888146720510546,,,,,,,,1.0,0.2,0.2,0.5183045542175508
000300.SH,2013-03-18,2526.077,2544.619,2499.828,2502.493,2539.873,-1.4717,59812778.0,63093556.699,CSI300,沪深300,2400,0.995,0.257537688442211,150720593792.99997,0.0483333333333333,-0.014717271296635692,,2600.10155,,0.29040657174246304,0.7424623115577891,,,0.29040657174246304,0.036800318640810833,,,,,,,,1.0,0.2,0.2,0.5165172368517276
000300.SH,2013-03-19,2507.396,2532.07,2491.854,2525.097,2502.493,0.9033,54536476.0,55601011.985,CSI300,沪深300,2407,0.9954299958454508,0.3071786310517529,141820930343.5,0.0132945575405068,0.009032592698561048,,2592.0760999999998,,0.28869047687414495,0.6928213689482471,,,0.28869047687414495,0.01773638370696464,,,,,,,,1.0,0.2,0.2,0.5195876276355064
000300.SH,2013-03-20,2526.968,2610.174,2526.83,2610.174,2525.097,3.3693,90700622.0,91271022.2,CSI300,沪深300,2406,0.9950124688279302,0.3270676691729323,199048030670.3,0.0004156275976724,0.03369256705781987,,2587.45305,,0.3154146520566847,0.6729323308270677,,,0.3154146520566847,0.01465547925147832,,,,,,,,1.0,0.2,0.2,0.47556446418044895
000300.SH,2013-03-21,2611.58,2626.538,2598.509,2614.988,2610.174,0.1844,69552756.0,71642665.537,CSI300,沪深300,2407,0.9945990859991692,0.4649122807017544,195995989257.9,0.0012463647694225,0.001844321489678391,,2587.675,,0.29112833678231625,0.5350877192982456,,,0.29112833678231625,0.01390641609887364,,,,,,,,1.0,0.2,0.2,0.5152366879083936
000300.SH,2013-03-22,2612.256,2625.531,2603.344,2618.308,2614.988,0.127,55647141.0,55882142.445,CSI300,沪深300,2407,0.9941836310760284,0.5056414542415378,164125187699.09998,0.0020772746157041,0.001269604296463278,,2588.7601999999997,,0.2903905347437456,0.49435854575846216,,,0.2903905347437456,0.01307343157132782,,,,,,,,1.0,0.2,0.2,0.516545761838853
000300.SH,2013-03-25,2628.407,2641.609,2607.613,2613.097,2618.308,-0.199,56261402.0,58004930.851,CSI300,沪深300,2394,0.9941520467836256,0.4491596638655462,162301242545.50003,0.0041771094402673,-0.0019902165826174434,,2589.16705,,0.29035045049435904,0.5508403361344538,,,0.29035045049435904,0.00424218679271462,,,,,,,,1.0,0.2,0.2,0.5166170734180219
000300.SH,2013-03-26,2601.964,2607.357,2554.974,2575.05,2613.097,-1.456,63962961.0,65306571.624,CSI300,沪深300,2396,0.9941569282136896,0.4563392107472712,168907424659.40002,0.010016694490818,-0.01456011774534205,,2589.5397999999996,,0.2904962866326266,0.5436607892527288,,,0.2904962866326266,0.00358661418277686,,,,,,,,1.0,0.2,0.2,0.5163577191941736
000300.SH,2013-03-27,2575.726,2611.939,2566.345,2583.53,2575.05,0.3293,56906517.0,58652246.31,CSI300,沪深300,2398,0.9945788156797332,0.4817610062893082,159487886373.20007,0.0050041701417848,0.003293139939030354,,2588.9824500000004,,0.2882361013446154,0.5182389937106918,,,0.2882361013446154,0.00450432269159934,,,,,,,,1.0,0.2,0.2,0.5204067058229456
000300.SH,2013-03-28,2535.988,2535.988,2495.083,2499.302,2583.53,-3.2602,87578405.0,84725899.121,CSI300,沪深300,2394,0.995405179615706,0.2861938732689886,189772086438.2,0.1449456975772765,-0.032601905145285714,,2580.2812,,0.2868249613955237,0.7138061267310114,,,0.2868249613955237,0.03324418925317014,,,,,,,,1.0,0.2,0.2,0.5229670363073949
000300.SH,2013-03-29,2502.782,2509.109,2482.488,2495.083,2499.302,-0.1688,52402137.0,52055540.48,CSI300,沪深300,2391,0.9953994144709328,0.2407563025210084,134242759038.00006,0.0125470514429109,-0.0016880713095096533,,2571.59355,,0.2868243890248019,0.7592436974789916,,,0.2868243890248019,0.0353381446186115,,,,,,,,1.0,0.2,0.2,0.522968079911187
000300.SH,2013-04-01,2486.428,2507.825,2483.732,2493.187,2495.083,-0.076,47346022.0,47159820.558,CSI300,沪深300,2399,0.9949979157982493,0.3812316715542522,131238669067.40004,0.0145894122551062,-0.0007598945606218654,,2568.96715,,0.237781928699357,0.6187683284457478,,,0.237781928699357,0.037420605181579275,,,,,,,,1.0,0.2,0.2,0.6308301090014904
000300.SH,2013-04-02,2495.843,2524.463,2475.0,2486.391,2493.187,-0.2726,55684152.0,55637391.748,CSI300,沪深300,2394,0.9949874686716792,0.2611251049538203,153573844970.3,0.0634920634920634,-0.0027258284276309164,,2562.14635,,0.20720449384581432,0.7388748950461796,,,0.20720449384581432,0.04811567898182836,,,,,,,,1.0,0.2,0.2,0.7239225231843595
000300.SH,2013-04-03,2493.877,2507.143,2474.927,2483.547,2486.391,-0.1144,45564221.0,45156719.409,CSI300,沪深300,2394,0.9949874686716792,0.1784214945424013,134480367127.1,0.0442773600668337,-0.0011438265341211507,,2553.8136,,0.20154406268086136,0.8215785054575987,,,0.20154406268086136,0.05597031696683814,,,,,,,,1.0,0.2,0.2,0.7442541249032985
000300.SH,2013-04-08,2443.24,2473.309,2429.5,2472.299,2483.547,-0.4529,53296772.0,55249297.714,CSI300,沪深300,2389,0.9949769778149854,0.199411022297013,144340591347.8,0.0217664294683968,-0.004529006296236759,,2546.4546,2601.2923833333334,0.19917251313845824,0.800588977702987,,0.30783187897863573,0.19917251313845824,0.0313344633450622,,,,,,,,1.0,0.2,0.2,0.753115967843037
000300.SH,2013-04-09,2477.29,2505.294,2477.29,2489.43,2472.299,0.6929,52389824.0,54947035.592,CSI300,沪深300,2393,0.9958211450062684,0.2522031053294167,138787389879.70007,0.0083577099874634,0.006929178064627228,,2540.57975,2600.7093999999997,0.2019536971245671,0.7477968946705833,,0.34068283272601796,0.2019536971245671,0.030496595053972703,,,,,,,,1.0,0.2,0.2,0.7427445109236028
000300.SH,2013-04-10,2487.984,2495.572,2466.19,2485.309,2489.43,-0.1655,47504913.0,51963820.632,CSI300,沪深300,2392,0.9954013377926422,0.2192356152876942,136934085251.70004,0.0054347826086956,-0.001655399027086335,,2535.2266,2599.8648000000003,0.20156870159893606,0.7807643847123058,,0.3541263451621825,0.20156870159893606,0.028665669124690586,,,,,,,,1.0,0.2,0.2,0.744163150380643
000300.SH,2013-04-11,2502.5,2508.593,2476.396,2477.876,2485.309,-0.2991,42989958.0,43039949.368,CSI300,沪深300,2393,0.9954032595068952,0.2930310663308144,118417978999.10004,0.0037609694943585,-0.002990774990152101,,2531.3396500000003,2599.0739000000003,0.19647289381325203,0.7069689336691856,,0.48332818475088535,0.19647289381325203,0.016719450325149602,,,,,,,,1.0,0.2,0.2,0.7634640946581434
000300.SH,2013-04-12,2476.322,2489.118,2460.182,2462.112,2477.876,-0.6362,39917278.0,40428047.827,CSI300,沪深300,2393,0.9954032595068952,0.2984886649874055,110436178986.4,0.0104471374843292,-0.006361900272652932,,2528.0709500000003,2598.0069999999996,0.19416098426197498,0.7015113350125946,,0.5402423104676575,0.19416098426197498,0.0099534058086487,,,,,,,,1.0,0.2,0.2,0.7725547981236538
000300.SH,2013-04-15,2453.967,2461.668,2430.149,2436.818,2462.112,-1.0273,46539734.0,44084843.341,CSI300,沪深300,2393,0.9954032595068952,0.2434928631402183,110331641324.0,0.0405348934391976,-0.010273293822539276,,2523.1982,2596.444483333333,0.19612649792281006,0.7565071368597817,,0.5411893476768498,0.19612649792281006,0.01370709860280886,,,,,,,,1.0,0.2,0.2,0.7648125143142862
000300.SH,2013-04-16,2419.508,2461.046,2416.617,2459.592,2436.818,0.9346,55280613.0,53783255.198,CSI300,沪深300,2396,0.9970784641068448,0.2658015906236919,121249633117.39998,0.0087646076794657,0.009345794392523255,,2519.18415,2596.0505166666667,0.1997062746123647,0.7341984093763081,,0.4455662825738432,0.1997062746123647,0.01378847814120932,,,,,,,,1.0,0.2,0.2,0.7511030902316618
000300.SH,2013-04-17,2457.881,2465.202,2437.345,2458.473,2459.592,-0.0455,44692164.0,46800831.85,CSI300,沪深300,2391,0.9970723546633208,0.3540268456375839,118319939084.29996,0.000418235048097,-0.00045495350448376826,,2516.98315,2594.062983333333,0.1935363740517866,0.6459731543624161,,0.46292489711688245,0.1935363740517866,0.0127851686290896,,,,,,,,1.0,0.2,0.2,0.7750481052200703
000300.SH,2013-04-18,2440.707,2478.413,2434.73,2464.851,2458.473,0.2594,42860707.0,46270137.159,CSI300,沪深300,2387,0.997067448680352,0.3470588235294117,124481901593.8,0.0033514872224549,0.0025942932869305046,,2513.97085,2591.879566666667,0.1905165757300577,0.6529411764705884,,0.40121470186211927,0.1905165757300577,0.01270327217470888,,,,,,,,1.0,0.2,0.2,0.7873330676094793
000300.SH,2013-04-19,2469.951,2542.453,2469.323,2533.827,2464.851,2.7984,75520876.0,76723675.264,CSI300,沪深300,2388,0.997068676716918,0.3170936581268375,181120675466.19995,0.0,0.027983841619635408,,2510.1535000000003,2591.158483333333,0.1772927039742828,0.6829063418731625,,0.020422599918089236,0.1772927039742828,0.01061384467784304,,,,,,,,1.0,0.2,0.2,0.8460585045945165
000300.SH,2013-04-22,2525.113,2539.046,2518.257,2530.67,2533.827,-0.1246,62511883.0,63027024.091,CSI300,沪深300,2388,0.9979061976549414,0.3054972723457826,171068459371.19995,0.0083752093802345,-0.0012459414158899618,,2505.9376,2590.79035,0.17687604355113232,0.6945027276542174,,0.06847923228094012,0.17687604355113232,0.00418190786605042,,,,,,,,1.0,0.2,0.2,0.8480515336529288
000300.SH,2013-04-23,2532.201,2532.201,2448.2,2449.471,2530.67,-3.2086,60653982.0,61576157.889,CSI300,沪深300,2387,0.9974863845831587,0.2167156656866862,169465470478.10007,0.1051529116045245,-0.03208596932828067,,2497.49575,2588.35755,0.206843002571143,0.7832843343133138,,0.0685924227376647,0.206843002571143,0.02345956865106218,,,,,,,,1.0,0.2,0.2,0.7251876937360159
000300.SH,2013-04-24,2452.781,2511.202,2446.587,2495.579,2449.471,1.8824,63050916.0,62189421.706,CSI300,沪深300,2386,0.997485331098072,0.2760504201680672,169655891444.4999,0.0008382229673093,0.01882365620985116,,2491.61985,2586.435566666667,0.22121466164767406,0.7239495798319329,,0.044029119989816054,0.22121466164767406,0.02354356623490464,,,,,,,,1.0,0.2,0.2,0.6780744046653797
000300.SH,2013-04-25,2486.857,2505.482,2456.566,2467.875,2495.579,-1.1101,60557927.0,59891284.466,CSI300,沪深300,2388,0.9974874371859296,0.2577665827036104,183650575752.9,0.0515075376884422,-0.011101231417638968,,2486.2611,2584.2851833333334,0.21898196933643746,0.7422334172963896,,-0.03523356964618987,0.21898196933643746,0.0331747763281021,,,,,,,,1.0,0.2,0.2,0.6849879031343645
000300.SH,2013-04-26,2477.724,2488.585,2439.796,2447.306,2467.875,-0.8335,47123378.0,46351986.661,CSI300,沪深300,2382,0.9970612930310664,0.1941052631578947,138473929810.1,0.0743073047858942,-0.00833470090665045,,2479.4499,2581.6160166666664,0.21912114459783075,0.8058947368421053,,0.21836043272210992,0.21912114459783075,0.04803623728528093,,,,,,,,1.0,0.2,0.2,0.6845528316096837
000300.SH,2013-05-02,2434.603,2453.749,2423.077,2449.639,2447.306,0.0953,47016088.0,47200448.204,CSI300,沪深300,2381,0.996640067198656,0.314369995785925,120251056511.40004,0.0251994960100798,0.0009532931313043225,,2476.96675,2579.3974166666667,0.18843771863602077,0.685630004214075,,0.3524202698321477,0.18843771863602077,0.051401094611249996,,,,,,,,1.0,0.2,0.2,0.7960189769105322
000300.SH,2013-05-03,2457.543,2521.119,2457.543,2492.912,2449.639,1.7665,62330091.0,63267042.656,CSI300,沪深300,2396,0.9974958263772956,0.3903765690376569,160473430361.2,0.0037562604340567,0.017665051870908277,,2476.8582,2578.0847166666663,0.19960448538823045,0.6096234309623432,,0.06387357879155398,0.19960448538823045,0.031121764377156434,,,,,,,,1.0,0.2,0.2,0.751486118702444
